BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,NumberofBuildings,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,ENERGYSTARScore
Multifamily LR (1-4),Low-Rise Multifamily,1990,2,95865,1.0,28.29999924,2711670.25,794745.0,0.0,18.9,32.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,3,155600,1.0,37.79999924,5672838.5,1529347.25,4547.049805,60.53,44.0
Multifamily LR (1-4),Low-Rise Multifamily,2009,3,32405,1.0,32.0,1035592.813,303514.8125,0.0,7.22,50.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,3,58523,9.0,31.5,1888344.25,553442.0,0.0,13.16,63.0
NonResidential,Other,1986,1,33392,1.0,83.5,2786648.75,816719.875,0.0,19.43,77.625
NonResidential,Supermarket / Grocery Store,1986,1,45155,0.0,147.8000031,6674179.5,1243978.25,24297.25586,158.63,6.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,54304,2.0,23.10000038,1574750.875,461533.0,0.0,10.98,93.0
Multifamily LR (1-4),Low-Rise Multifamily,1985,4,114030,1.0,33.59999847,3838807.25,1125089.875,0.0,26.76,10.0
Multifamily MR (5-9),Mid-Rise Multifamily,1989,6,44839,1.0,32.40000153,1211947.375,355201.4063,0.0,8.45,69.125
NonResidential,Warehouse,1966,1,32000,1.0,68.19999695,2186148.5,472220.1875,5749.330078,41.77,3.0
NonResidential,Warehouse,1970,1,44000,1.0,94.69999695,4302455.5,336495.5,31543.32813,175.53,15.0
NonResidential,Warehouse,1973,1,36000,1.0,77.0,2771820.5,144885.0,22774.72852,124.4,44.0
NonResidential,Warehouse,1979,1,31360,1.0,43.59999847,1356972.25,183531.7031,7307.619629,43.18,80.0
NonResidential,Warehouse,1979,1,33320,1.0,70.0,2339234.0,377852.5938,10500.01074,64.75,80.625
NonResidential,Warehouse,1979,1,48020,1.0,49.70000076,2373568.25,425119.5938,9230.599609,59.14,71.0
NonResidential,Warehouse,1979,1,27420,1.0,42.20000076,1176342.25,148811.0,6685.990234,39.05,55.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,48972,1.0,24.20000076,1604062.75,470123.9063,0.0,11.18,89.0
Multifamily LR (1-4),Low-Rise Multifamily,1982,4,37642,1.0,60.40000153,2114860.25,219608.5,13655.55957,77.75,21.0
Multifamily MR (5-9),Mid-Rise Multifamily,1999,8,87925,1.0,59.20000076,4051925.5,767983.0,14315.66992,94.3,19.0
NonResidential,K-12 School,1929,2,24152,1.0,6.699999809,161363.4063,47292.89844,0.0,1.12,100.0
Multifamily MR (5-9),Mid-Rise Multifamily,2009,6,105903,0.0,34.40000153,3644085.0,627903.8125,15016.76953,94.69,92.0
NonResidential,K-12 School,1949,2,43645,1.0,55.5,2053956.375,152074.9063,15350.76855,85.15,71.0
Multifamily LR (1-4),Low-Rise Multifamily,2012,4,109623,1.0,27.5,3017709.25,525391.875,12250.71973,77.56,96.0
NonResidential,Retail Store,1952,1,26853,1.0,68.69999695,1399062.75,335680.0,2537.226074,21.46,68.0
NonResidential,Other,1909,4,44775,1.0,21.20000076,950695.625,130905.5,5040.459961,29.88,81.0
Multifamily MR (5-9),Mid-Rise Multifamily,2005,8,136998,1.0,33.20000076,3048425.5,807673.8125,2926.419922,34.75,68.0
Multifamily LR (1-4),Low-Rise Multifamily,1907,3,26772,1.0,26.70000076,716071.625,183714.0938,892.3900146,9.11,73.0
Multifamily MR (5-9),Mid-Rise Multifamily,1967,6,37417,1.0,22.79999924,851585.1875,249585.2969,0.0,5.94,92.0
NonResidential,Other,1916,1,27760,2.0,75.09999847,2833624.5,239294.0938,20171.5293,112.82,59.5
NonResidential,Other,1937,1,20975,1.0,16.70000076,347437.6875,76167.0,875.5599365,6.46,88.25
NonResidential,Other,1918,1,26075,1.0,61.70000076,1608508.75,430856.5938,1384.259888,17.6,87.875
NonResidential,Warehouse,1992,1,29394,1.0,32.09999847,1486681.75,334685.6875,3447.340088,26.27,60.0
Multifamily LR (1-4),Other,1905,3,33000,1.0,22.39999962,738983.0,73471.79688,4882.970215,27.68,78.125
NonResidential,Warehouse,1926,2,20400,1.0,21.5,438557.0,70653.60156,1974.869629,12.17,69.0
NonResidential,Small- and Mid-Sized Office,1926,1,20460,1.0,44.20000076,903541.875,264812.9063,0.0,6.3,16.0
NonResidential,Self-Storage Facility,1925,2,25821,1.0,8.100000381,209698.7031,61459.19922,0.0,1.46,83.0
NonResidential,Refrigerated Warehouse,1955,2,21870,1.0,49.09999847,1074350.375,314874.0938,0.0,7.49,45.0
NonResidential,Warehouse,1988,1,51664,3.0,68.30000305,3528086.75,766120.3125,9140.839844,66.77,44.25
NonResidential,Medical Office,1970,1,43615,1.0,71.90000153,3133849.5,381727.3125,18313.96094,106.35,89.0
NonResidential,Small- and Mid-Sized Office,1970,3,36879,1.0,67.90000153,1144267.5,335365.5938,0.0,7.98,26.0
Nonresidential COS,Other,2002,2,28531,1.0,123.5,3494929.5,590199.875,14811.66992,92.7,68.0
NonResidential,Warehouse,1982,2,36600,1.0,7.099999905,308400.4063,90387.0,0.0,2.15,80.0
NonResidential,Mixed Use Property,2004,5,35176,1.0,35.0,1011965.375,296590.0,0.0,7.05,57.625
Multifamily LR (1-4),Low-Rise Multifamily,2004,2,29417,1.0,21.0,618550.8125,181286.9063,0.0,4.31,92.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,33084,1.0,36.70000076,1213444.125,355640.0938,0.0,8.46,17.0
SPS-District K-12,K-12 School,1959,1,36701,1.0,38.79999924,1564891.75,223159.0938,8034.728516,47.98,87.0
Multifamily LR (1-4),Low-Rise Multifamily,2000,4,29130,1.0,26.39999962,768479.625,183440.4063,1425.810059,11.94,84.0
NonResidential,University,1940,2,41293,1.0,68.59999847,2839882.25,566263.1875,9077.919922,61.68,73.625
Multifamily LR (1-4),Low-Rise Multifamily,2015,4,131034,2.0,37.59999847,3761647.0,567627.875,18249.00586,110.42,99.0
NonResidential,Warehouse,1941,1,48890,1.0,43.0,2100216.5,317224.5938,10178.45996,61.6,49.0
NonResidential,Small- and Mid-Sized Office,2000,3,43473,1.0,101.5999985,4416909.5,1294522.0,0.0,30.79,3.0
Multifamily LR (1-4),Low-Rise Multifamily,2002,4,24090,1.0,31.5,758891.0,135628.7031,2961.259521,18.95,85.0
NonResidential,Retail Store,1990,1,40265,1.0,91.69999695,3740373.75,1036525.625,2037.479858,35.48,19.0
NonResidential,Retail Store,2005,1,26208,1.0,49.59999847,1608884.25,303859.0938,5721.17041,37.61,79.0
Multifamily MR (5-9),Mid-Rise Multifamily,1978,7,100536,1.0,40.09999847,4028075.5,970300.6875,7174.089844,61.18,68.0
Multifamily LR (1-4),Low-Rise Multifamily,2000,2,49501,1.0,34.90000153,1728121.5,506483.4063,0.0,12.05,56.0
Nonresidential COS,Other,1975,2,27227,0.0,204.8000031,8054334.0,894881.8125,50009.96875,286.89,73.5
NonResidential,Mixed Use Property,1926,1,42172,1.0,77.30000305,3275779.25,138717.9063,28024.73828,152.14,60.375
NonResidential,Small- and Mid-Sized Office,1910,5,32250,1.0,24.70000076,796042.375,195920.0938,1275.630127,11.44,92.0
Multifamily LR (1-4),Mixed Use Property,1929,2,38050,1.0,120.5,4585966.0,611871.8125,24982.58984,147.24,37.25
NonResidential,Retail Store,1953,1,51000,1.0,25.5,1298039.875,347895.9063,1110.190186,14.17,95.0
Multifamily LR (1-4),Low-Rise Multifamily,1928,4,38041,1.0,50.90000153,1437780.5,162999.5,8816.259766,50.7,58.0
Multifamily LR (1-4),Low-Rise Multifamily,1908,4,74516,1.0,32.09999847,1645748.25,435348.8125,1603.380005,18.87,79.0
Multifamily LR (1-4),Low-Rise Multifamily,1923,3,32292,1.0,36.79999924,1003176.875,104096.3984,6480.000488,36.89,98.0
Multifamily LR (1-4),Low-Rise Multifamily,1924,3,45552,1.0,28.79999924,1313651.25,243556.5938,4826.359863,31.43,50.0
Multifamily MR (5-9),Mid-Rise Multifamily,1961,9,144995,1.0,29.60000038,4287439.5,523629.3125,25008.16016,145.27,98.0
Multifamily LR (1-4),Low-Rise Multifamily,1964,4,22326,1.0,25.39999962,567808.8125,166415.2031,0.0,3.96,81.0
Multifamily LR (1-4),Low-Rise Multifamily,1927,3,25800,1.0,25.70000076,662096.375,126463.5,2306.030029,15.26,81.0
Multifamily LR (1-4),Low-Rise Multifamily,1948,3,29528,1.0,47.40000153,1400708.125,97470.10156,10681.40039,59.05,80.0
Multifamily MR (5-9),Mid-Rise Multifamily,1959,5,27910,1.0,33.90000153,862744.0,252855.7969,0.0,6.01,73.0
Multifamily LR (1-4),Low-Rise Multifamily,1961,4,23100,0.0,24.79999924,572611.0,167822.7031,0.0,3.99,84.0
Multifamily LR (1-4),Low-Rise Multifamily,1966,4,37509,1.0,64.30000305,2114053.0,126927.2969,16809.76953,92.3,38.0
NonResidential,Mixed Use Property,1916,1,27000,1.0,8.5,229856.4063,67367.10156,0.0,1.6,80.875
NonResidential,Other,1935,2,20747,1.0,48.29999924,1001964.0,227174.0938,2268.460205,17.45,75.75
NonResidential,Warehouse,1928,2,40800,1.0,20.0,817255.875,98911.70313,4797.689941,27.83,75.75
NonResidential,Small- and Mid-Sized Office,1920,2,20150,1.0,28.60000038,576174.125,168867.0,0.0,4.02,80.0
NonResidential,Small- and Mid-Sized Office,1909,7,36000,1.0,53.40000153,1682454.875,493099.3125,0.0,11.73,40.0
NonResidential,Warehouse,1938,2,41276,1.0,60.59999847,2502081.0,230363.7031,17160.80078,96.62,59.25
NonResidential,Refrigerated Warehouse,1937,2,24430,0.0,50.59999847,1232822.875,265886.8125,3256.170166,23.62,58.5
NonResidential,Other,1910,3,27690,1.0,0.699999988,16808.90039,4926.399902,0.0,0.12,93.5
NonResidential,Small- and Mid-Sized Office,1927,1,22580,1.0,41.09999847,928584.875,251990.5938,687.9299927,9.65,90.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,54871,1.0,30.5,1418915.875,415860.4063,0.0,9.89,63.0
NonResidential,Warehouse,1926,1,20000,1.0,37.20000076,743528.125,37885.10156,6142.640137,33.52,18.0
NonResidential,Warehouse,1954,1,42000,1.0,49.29999924,2070005.625,177045.0,14659.28027,82.07,69.25
Multifamily LR (1-4),Low-Rise Multifamily,1928,4,22553,1.0,33.09999847,746858.1875,218891.5938,0.0,5.21,52.0
Multifamily LR (1-4),Low-Rise Multifamily,1909,3,27504,1.0,40.20000076,1104367.625,65734.89844,8800.800781,48.3,89.0
Multifamily LR (1-4),Senior Care Community,1988,4,63998,1.0,64.90000153,3896148.0,477885.4063,22656.0293,131.69,56.0
Multifamily LR (1-4),Low-Rise Multifamily,1920,3,24084,1.0,39.40000153,710825.1875,137161.2031,2428.310059,16.16,62.0
Multifamily MR (5-9),Mid-Rise Multifamily,2004,6,439604,1.0,35.59999847,8555790.0,924846.375,29411.87109,178.21,99.0
NonResidential,Self-Storage Facility,1962,1,24248,1.0,5.300000191,111969.7031,32752.0,2.199999809,0.79,93.5
Multifamily MR (5-9),Mid-Rise Multifamily,1970,9,127230,1.0,32.20000076,3699690.0,1039199.813,1539.400146,32.89,84.0
Multifamily LR (1-4),Low-Rise Multifamily,1967,4,20132,1.0,32.90000153,662701.1875,194226.5938,0.0,4.62,47.0
NonResidential,Senior Care Community,2009,6,244500,1.0,45.09999847,11019641.0,1857741.375,46810.26172,292.8,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1980,4,33034,1.0,20.89999962,644121.6875,188781.2969,0.0,4.49,92.0
Multifamily LR (1-4),Low-Rise Multifamily,1979,4,88096,1.0,30.89999962,2721296.25,797566.1875,0.0,18.97,39.0
NonResidential,Warehouse,1932,1,24617,1.0,4.699999809,106918.0,31335.90039,0.0,0.75,93.5
NonResidential,Other,2009,3,127065,1.0,76.59999847,3245111.5,951087.625,0.0,22.62,60.625
NonResidential,Retail Store,1964,1,37247,1.0,46.90000153,1748644.5,219225.7969,10006.45996,58.36,69.0
Multifamily LR (1-4),Low-Rise Multifamily,1966,4,38521,1.0,25.39999962,885843.1875,259625.7031,0.0,6.18,72.0
Multifamily LR (1-4),Low-Rise Multifamily,1963,4,23968,1.0,25.10000038,602312.875,176527.7969,0.0,4.2,94.0
Multifamily MR (5-9),Mid-Rise Multifamily,1967,6,51568,1.0,30.60000038,1578270.375,351078.3125,3803.910156,28.55,70.0
Multifamily LR (1-4),Low-Rise Multifamily,1986,4,21312,1.0,19.79999924,421741.5938,123605.3984,0.0,2.94,81.375
NonResidential,Retail Store,1993,1,25384,1.0,129.0,3027867.5,530922.6875,12163.58984,77.23,11.0
Multifamily MR (5-9),Mid-Rise Multifamily,1967,6,29840,1.0,22.79999924,679574.875,199172.0,0.0,4.74,89.0
NonResidential,Small- and Mid-Sized Office,1910,3,49052,0.0,34.0,1441445.625,422463.5,0.0,10.05,96.0
NonResidential,Warehouse,1900,2,52110,1.0,18.29999924,586589.1875,38137.19922,4564.649902,25.15,34.0
NonResidential,Small- and Mid-Sized Office,1910,2,20970,1.0,9.800000191,204499.0938,34489.89844,868.1939087,5.43,100.0
NonResidential,Small- and Mid-Sized Office,1937,2,39036,1.0,37.09999847,1528295.75,266278.5938,6197.529785,39.25,79.75
NonResidential,Small- and Mid-Sized Office,1923,1,26310,1.0,22.79999924,771512.6875,165033.9063,2084.169922,14.99,96.0
Multifamily MR (5-9),Mid-Rise Multifamily,1996,6,20078,1.0,47.40000153,952315.8125,279107.8125,0.0,6.64,3.0
Multifamily MR (5-9),Mid-Rise Multifamily,2000,6,29866,1.0,20.70000076,618876.1875,181382.2031,0.0,4.31,82.125
Multifamily LR (1-4),Low-Rise Multifamily,1964,3,191330,1.0,31.70000076,6069855.0,1712847.875,2256.169922,52.73,54.0
NonResidential,Retail Store,1966,1,37883,1.0,232.1999969,12434593.0,1570918.75,70746.17188,413.1,88.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,3,27320,1.0,32.90000153,899817.125,263721.3125,0.0,6.27,63.0
Multifamily LR (1-4),Low-Rise Multifamily,1985,4,29063,1.0,29.60000038,860505.625,252199.7031,0.0,6.0,66.0
NonResidential,K-12 School,1962,3,29874,1.0,40.59999847,1274049.75,85064.10156,9838.110352,54.27,95.0
Multifamily LR (1-4),Low-Rise Multifamily,1948,2,22252,1.0,18.39999962,410433.0938,120291.1016,0.0,2.86,96.0
NonResidential,Worship Facility,1965,1,20140,1.0,45.09999847,992794.6875,35870.39844,8704.049805,47.08,35.0
NonResidential,Self-Storage Facility,1990,2,71874,1.0,17.29999924,1242811.75,133637.7031,7868.400391,44.97,82.375
Multifamily MR (5-9),Mid-Rise Multifamily,2003,5,52020,1.0,26.20000076,1363296.875,308583.5,3104.100098,23.83,88.0
Multifamily MR (5-9),Mid-Rise Multifamily,1991,7,39750,1.0,43.79999924,1423463.0,353076.1875,2187.669922,20.02,24.0
NonResidential,Small- and Mid-Sized Office,1971,2,39953,1.0,50.09999847,1508561.875,330758.6875,3800.129883,28.05,93.0
Multifamily LR (1-4),Low-Rise Multifamily,2010,4,157724,1.0,37.40000153,2025301.0,405806.8125,6406.879883,43.68,69.375
Multifamily LR (1-4),Senior Care Community,2001,4,94370,1.0,43.29999924,4089677.5,809818.125,13265.78027,89.72,64.0
NonResidential,Retail Store,1998,2,21200,1.0,79.09999847,1676426.5,491332.4063,0.0,11.69,15.0
NonResidential,Supermarket / Grocery Store,1980,1,30630,1.0,196.0,6058494.0,1775642.75,0.0,42.24,27.0
NonResidential,Retail Store,1980,2,23421,1.0,81.0,1896626.375,555869.3125,0.0,13.22,25.0
Multifamily LR (1-4),Low-Rise Multifamily,2006,4,30386,1.0,26.60000038,723482.1875,212040.5,0.0,5.04,80.125
Multifamily MR (5-9),Mid-Rise Multifamily,1988,5,80701,1.0,23.79999924,1920352.125,562823.0,0.0,13.39,99.0
SPS-District K-12,K-12 School,1931,3,117116,1.0,48.90000153,5722325.5,302358.8125,46906.76953,256.31,83.0
NonResidential,Worship Facility,1928,2,24120,1.0,37.0,893053.1875,100909.2031,5487.510254,31.54,66.0
NonResidential,Worship Facility,1929,3,35736,1.0,32.09999847,1148202.25,62454.89844,9351.05957,51.15,88.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,4,46686,1.0,24.20000076,876569.6875,244633.5,418.8000183,8.04,93.0
Multifamily LR (1-4),Low-Rise Multifamily,1995,2,20261,1.0,24.10000038,488991.5,143315.2031,0.0,3.41,96.0
NonResidential,Warehouse,1941,1,51050,1.0,24.39999962,1206165.75,230672.2031,4191.119629,27.75,10.0
NonResidential,Retail Store,1954,2,21900,1.0,59.5,1302192.875,168299.2031,7279.560059,42.66,40.0
NonResidential,Distribution Center,1952,1,16300,1.0,2.299999952,150167.7969,40497.89844,119.8899918,1.6,100.0
NonResidential,Warehouse,1964,1,33462,1.0,41.40000153,1386445.375,406343.8125,0.0,9.67,1.0
NonResidential,Mixed Use Property,1952,1,35310,1.0,45.59999847,1331469.75,165367.7031,7672.350098,44.68,67.375
Multifamily LR (1-4),Low-Rise Multifamily,1966,4,23420,1.0,20.5,421389.4063,123502.2031,0.0,2.94,81.375
Multifamily MR (5-9),Mid-Rise Multifamily,1968,7,239054,1.0,51.09999847,12213423.0,1437784.625,73077.01563,422.31,48.0
Multifamily HR (10+),High-Rise Multifamily,1960,10,101706,0.0,66.0,6714540.0,592280.875,46936.77344,263.37,42.0
NonResidential,Other,1962,3,36140,1.0,134.0,4653535.0,1363872.875,0.0,32.44,68.125
NonResidential,Other,1991,2,47963,1.0,275.3999939,8163413.0,855325.625,52450.41797,298.91,74.125
NonResidential,Warehouse,1930,1,23903,1.0,18.20000076,415364.5938,48871.19922,2486.159912,14.37,65.0
NonResidential,Self-Storage Facility,1947,3,22522,1.0,24.89999962,561473.875,40037.80078,4248.649902,23.52,75.25
NonResidential,Self-Storage Facility,1996,4,38959,1.0,23.20000076,905750.375,154136.4063,3798.369873,23.84,68.25
Multifamily LR (1-4),Low-Rise Multifamily,1926,3,27840,1.0,108.3000031,2253647.75,93702.70313,2922.530029,17.75,17.0
Multifamily LR (1-4),Low-Rise Multifamily,1978,3,20739,1.0,46.29999924,816300.5,239244.0,0.0,5.69,19.0
NonResidential,Warehouse,1928,2,25955,1.0,46.90000153,1218112.0,357008.1875,0.0,8.49,59.25
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,25120,0.0,23.29999924,586358.875,89109.89844,2823.159912,17.11,98.0
Multifamily HR (10+),High-Rise Multifamily,1971,15,73898,1.0,40.29999924,3221754.0,631404.3125,10674.02051,71.71,75.0
Multifamily LR (1-4),Low-Rise Multifamily,2001,3,36383,0.0,32.70000076,960987.8125,192884.0938,3028.669922,20.67,76.625
Multifamily LR (1-4),Low-Rise Multifamily,1972,2,136752,1.0,30.60000038,3466465.0,803639.6875,7244.459961,57.59,54.0
Multifamily LR (1-4),Low-Rise Multifamily,1977,3,120701,1.0,29.70000076,2924362.0,857081.375,0.0,20.39,69.0
Multifamily LR (1-4),Low-Rise Multifamily,2006,4,54238,1.0,32.5,1375978.875,403017.5,8.829999924,9.63,32.0
Multifamily MR (5-9),Mid-Rise Multifamily,2002,6,41310,1.0,23.20000076,958242.875,280844.9063,0.0,6.68,88.0
Multifamily MR (5-9),Mid-Rise Multifamily,2014,7,113204,1.0,51.59999847,3258819.5,595671.5,12263.87988,79.3,57.0
Multifamily MR (5-9),Mid-Rise Multifamily,2008,7,156605,1.0,36.0,3416628.75,611020.125,13318.28027,85.27,99.0
Multifamily MR (5-9),Mixed Use Property,1991,5,163699,1.0,39.0,4116369.0,1206438.625,0.0,28.7,75.0
Campus,K-12 School,1923,4,46100,1.0,47.20000076,2177064.75,321668.5,5312.370117,78.19,75.0
Multifamily MR (5-9),Mid-Rise Multifamily,1978,5,51910,1.0,32.79999924,1702421.75,382124.6875,3986.120361,30.26,63.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,20506,1.0,26.39999962,541451.625,158690.4063,0.0,3.77,76.5
Multifamily HR (10+),High-Rise Multifamily,1963,11,52334,1.0,27.60000038,1201781.125,352221.9063,0.0,8.38,54.0
Multifamily LR (1-4),Low-Rise Multifamily,1963,4,48423,1.0,22.79999924,983180.6875,288153.6875,0.0,6.85,90.0
Multifamily LR (1-4),Low-Rise Multifamily,1984,3,20980,1.0,23.29999924,395346.3125,115869.3984,0.0,2.76,96.0
Multifamily LR (1-4),Low-Rise Multifamily,1986,3,30200,1.0,31.0,730211.1875,214012.5938,0.0,5.09,76.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,3,28190,1.0,27.89999962,577033.875,169119.0,0.0,4.02,92.0
NonResidential,Worship Facility,1951,2,21936,1.0,27.79999924,608755.375,22570.19922,5317.459961,28.78,96.0
Multifamily MR (5-9),Mid-Rise Multifamily,2003,7,109884,1.0,44.09999847,3963965.5,891795.8125,9211.580078,70.14,62.0
NonResidential,Other,1960,1,25406,1.0,96.09999847,2442220.0,557402.375,5403.629395,41.96,73.375
Multifamily MR (5-9),Mid-Rise Multifamily,1966,5,30517,1.0,26.39999962,645451.8125,189171.0938,0.0,4.5,86.0
Multifamily LR (1-4),Low-Rise Multifamily,1929,3,25368,1.0,34.40000153,871502.8125,149667.9063,3608.359619,22.72,54.0
Multifamily LR (1-4),Low-Rise Multifamily,1967,3,151450,6.0,28.39999962,4321141.5,1266454.0,0.0,30.12,73.0
Multifamily LR (1-4),Low-Rise Multifamily,1978,4,37760,1.0,26.60000038,1004659.688,294448.9063,0.0,7.0,70.0
Multifamily LR (1-4),Low-Rise Multifamily,1979,3,64618,1.0,23.10000038,1495686.0,438360.4063,0.0,10.43,93.0
Multifamily HR (10+),High-Rise Multifamily,2001,12,162865,1.0,39.40000153,6320060.0,1214630.5,21757.40039,144.45,54.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,37580,1.0,29.70000076,1115504.375,326935.5938,0.0,7.78,82.0
Multifamily LR (1-4),Low-Rise Multifamily,1967,3,25914,0.0,28.79999924,745575.0,134550.0938,2864.899902,18.42,88.0
NonResidential,Small- and Mid-Sized Office,1967,2,23250,1.0,41.09999847,904236.0,265016.4063,0.0,6.3,55.0
Multifamily MR (5-9),Mid-Rise Multifamily,1967,5,42090,1.0,36.09999847,1517410.5,444727.5,0.0,10.58,25.0
Multifamily MR (5-9),Mid-Rise Multifamily,1996,6,71421,1.0,33.20000076,2372996.0,513827.9063,6198.150391,45.14,55.0
NonResidential,Warehouse,1960,1,30000,1.0,93.19999695,2794837.0,176070.9063,21940.83008,120.72,32.0
Nonresidential COS,Warehouse,1962,1,45036,1.0,42.70000076,1791697.75,289841.9063,8027.569824,49.53,78.0
Multifamily LR (1-4),Low-Rise Multifamily,1986,3,24664,1.0,30.0,738877.1875,216552.5,0.0,5.15,63.0
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,34580,1.0,73.90000153,2557181.5,92397.0,22419.22656,121.27,53.0
Multifamily LR (1-4),Low-Rise Multifamily,1965,4,27580,1.0,31.39999962,866096.6875,137685.4063,3963.140381,24.32,84.0
Multifamily MR (5-9),Mid-Rise Multifamily,1960,5,40721,1.0,27.79999924,1133028.875,332071.6875,0.0,7.9,69.0
Multifamily LR (1-4),Low-Rise Multifamily,1965,4,41396,1.0,28.70000076,1187499.75,348036.1875,0.0,8.28,55.0
Multifamily LR (1-4),Low-Rise Multifamily,1930,4,41241,1.0,68.19999695,2396517.0,97308.79688,20644.99219,111.96,69.0
Multifamily LR (1-4),Low-Rise Multifamily,1910,3,22532,1.0,32.40000153,730893.125,136143.5938,2663.709961,17.39,76.0
Multifamily HR (10+),High-Rise Multifamily,1971,11,78199,1.0,48.70000076,3893073.5,881548.6875,8852.290039,67.98,48.0
Multifamily LR (1-4),Low-Rise Multifamily,1928,3,21407,1.0,49.09999847,1051523.25,52098.80078,8737.620117,47.64,80.0
Multifamily LR (1-4),Low-Rise Multifamily,1985,4,63505,1.0,30.0,1443367.75,423026.8125,0.0,10.06,50.0
Multifamily LR (1-4),Low-Rise Multifamily,1907,3,35647,1.0,68.09999847,2427919.75,170936.9063,18446.83008,102.04,67.0
Multifamily LR (1-4),Low-Rise Multifamily,1926,4,22284,1.0,35.0,712057.0,127595.5,2767.01001,17.73,78.0
Multifamily LR (1-4),Low-Rise Multifamily,1910,3,35656,1.0,37.40000153,1333016.625,181432.5,7139.689941,42.23,76.0
